Time,Fault_021,Fault_014,Fault_007,Normal
0.0,-0.10535076923076922,-0.07439528942115768,0.053116287425149705,0.046104
8.333402778356486e-05,0.132888,0.05636499001996008,0.11662842315369261,-0.03713353846153846
0.00016666805556712973,-0.05653476923076922,0.201257125748503,0.08365409181636727,-0.08949599999999999
0.00025000208335069455,-0.19317784615384614,-0.024527704590818364,-0.02647692614770459,-0.08490646153846154
0.00033333611113425945,0.06487938461538462,-0.07228363273453094,0.04531940119760479,-0.03859384615384615
0.0004166701389178243,0.21487384615384614,0.034761117764471064,0.060750738522954095,0.02545107692307692
0.0005000041667013891,-0.07635323076923077,0.094212375249501,-0.17413045908183633,0.040679999999999994
0.0005833381944849539,-0.06592246153846154,-0.07000954091816368,-0.2295208383233533,0.042557538461538466
0.0006666722222685189,0.20652923076923077,-0.07943077844311378,0.04548183632734531,0.038176615384615385
0.0007500062500520837,0.021487384615384613,0.0924255888223553,0.027451536926147706,0.04401784615384615
0.0008333402778356486,-0.13372246153846154,0.04678131736526946,-0.0787810379241517,0.04214030769230769
0.0009166743056192134,0.12704676923076924,-0.05798934131736527,-0.061400479041916166,-0.011473846153846154
0.0010000083334027782,0.18337292307692307,0.10249656686626746,0.08381652694610779,-0.07677046153846154
0.0010833423611863431,-0.14144123076923076,0.11662842315369261,0.15268902195608783,-0.14707384615384617
0.0011666763889699079,-0.07969107692307692,-0.025015009980039922,0.04401992015968064,-0.15291507692307693
0.0012500104167534728,0.29331323076923077,-0.03800982035928144,-0.03248702594810379,-0.09554584615384615
0.0013333444445370378,0.10389046153846154,0.05165437125748503,0.06708570858283433,-0.030875076923076922
0.0014166784723206025,-0.31041969230769234,-0.012994810379241517,-0.0737455489021956,0.02899753846153846
0.0015000125001041675,-0.044435076923076924,-0.14505457085828344,-0.23325684630738522,0.03129230769230769
0.0015833465278877322,0.3187643076923077,-0.05685229540918164,-0.05847664670658683,0.01856676923076923
0.0016666805556712972,-0.09179076923076923,0.04434479041916167,0.008609061876247505,0.0014603076923076922
0.0017500145834548622,-0.3004061538461538,-0.047431057884231534,-0.034273812375249506,-0.005215384615384615
0.001833348611238427,0.04902461538461538,0.0035735728542914172,0.07163389221556887,-0.016897846153846156
0.0019166826390219919,0.19192615384615386,0.08332922155688623,0.07650694610778443,-0.09095630769230768
0.0020000166668055564,-0.08448923076923077,0.17949081836327346,0.0779688622754491,-0.13706030769230768
0.0020833506945891213,-0.06988615384615385,0.05863908183632734,0.17591724550898202,-0.14561353846153846
0.0021666847223726863,0.14707384615384617,-0.027451536926147706,0.11126806387225549,-0.09909230769230769
0.0022500187501562512,0.04944184615384615,0.08544087824351297,0.04531940119760479,-0.011891076923076923
0.0023333527779398158,-0.03066646153846154,0.10948127744510978,0.002598962075848303,0.04380923076923077
0.0024166868057233807,0.14415323076923076,-0.09080123752495009,-0.10330874251497006,0.06571384615384615
0.0025000208335069457,0.16063384615384615,-0.13254706586826348,-0.05620255489021956,0.031918153846153846
0.0025833548612905106,-0.013351384615384614,0.08462870259481038,-0.0924255888223553,0.012308307692307691
0.0026666888890740756,-0.024616615384615383,0.06107560878243513,-0.07309580838323354,0.011473846153846154
0.00275002291685764,0.14457046153846154,-0.10054734530938123,-0.030537804391217564,-0.013142769230769229
0.002833356944641205,0.04735569230769231,-0.008609061876247505,0.20434339321357287,-0.06383630769230769
0.0029166909724247696,-0.11202646153846153,0.08690279441117765,0.09047636726546907,-0.14811692307692306
0.003000025000208335,0.08115138461538463,-0.04466966067864271,0.06854762475049901,-0.19881046153846152
0.0030833590279918995,0.165432,-0.1328719361277445,0.05360359281437126,-0.1908830769230769
0.0031666930557754645,-0.053405538461538456,-0.08868958083832335,0.08170487025948103,-0.12788123076923075
0.0032500270835590294,-0.11432123076923076,-0.06773544910179641,-0.030537804391217564,-0.05528307692307692
0.0033333611113425944,0.084072,-0.05636499001996008,-0.21116566866267464,-0.025659692307692307
0.003416695139126159,0.21299630769230768,-0.01851760479041916,-0.16276000000000002,-0.014811692307692307
0.0035000291669097243,0.015020307692307692,-0.014619161676646708,-0.021279001996007983,-0.017940923076923077
0.003583363194693289,-0.12370892307692308,-0.09031393213572854,-0.010070978043912176,-0.003755076923076923
0.003666697222476854,-0.04839876923076923,-0.04515696606786427,-0.06546135728542915,0.0014603076923076922
0.0037500312502604183,-0.15479261538461536,0.0565274251497006,0.13157245508982035,-0.03963692307692308
0.0038333652780439837,-0.2659846153846154,0.057502035928143715,0.0856033133732535,-0.0828203076923077
0.003916699305827548,-0.09784061538461537,0.0248525748502994,-0.1318973253493014,-0.13706030769230768
0.004000033333611113,-0.03275261538461539,0.01088315369261477,-0.057014730538922156,-0.15082892307692305
0.004083367361394678,-0.2601433846153846,0.09031393213572854,-0.013157245508982037,-0.10952307692307692
0.004166701389178243,0.043392,0.1791659481037924,0.05847664670658683,-0.056326153846153845
0.004250035416961808,0.3143833846153846,-0.005197924151696606,0.08381652694610779,-0.003129230769230769
0.004333369444745373,0.10994030769230768,-0.027451536926147706,-0.13449628742514969,-0.013560000000000001
0.004416703472528937,-0.01940123076923077,0.18761257485029942,-0.1517144111776447,-0.03066646153846154
0.0045000375003125025,0.24992123076923078,0.0934001996007984,0.16162295409181637,-0.03275261538461539
0.004583371528096067,0.12266584615384615,-0.025015009980039922,0.08430383233532934,-0.028371692307692306
0.0046667055558796315,-0.3886504615384615,0.2499876646706587,-0.08235461077844311,-0.015437538461538461
0.004750039583663197,-0.2647329230769231,0.12962323353293412,-0.017542994011976048,-0.05403138461538461
0.0048333736114467615,0.32189353846153845,-0.13660794411177646,0.17104419161676646,-0.08010830769230769
0.004916707639230327,0.17377661538461536,-0.3310427944111776,0.1936226746506986,-0.08845292307692308
0.005000041667013891,-0.15333230769230768,-0.1807902994011976,0.0094212375249501,-0.042974769230769226
0.005083375694797457,0.384060923076923,-0.07504502994011976,-0.07780642714570858,0.05090215384615384
0.005166709722581021,0.533220923076923,-0.35508319361277446,-0.014294291417165669,0.09262523076923077
0.005250043750364587,0.14102399999999998,-0.24202834331337325,0.08592818363273454,0.11098338461538461
0.005333377778148151,-0.28100492307692304,0.13108514970059879,-0.05279141716566866,0.08052553846153847
0.005416711805931716,-0.07301538461538462,-0.03817225548902196,-0.1869628343313373,0.04902461538461538
0.00550004583371528,-0.0004172307692307692,-0.12150147704590819,0.0009746107784431138,0.05528307692307692
0.005583379861498846,-0.45624184615384616,0.2074296606786427,0.14667892215568865,0.04902461538461538
0.00566671388928241,-0.5555427692307692,0.12101417165668663,0.12312582834331337,0.037967999999999995
0.005750047917065975,0.21111876923076925,-0.24690139720558882,0.11857764471057884,-0.018775384615384614
0.005833381944849539,0.14999446153846155,-0.10347117764471057,-0.04564427145708583,-0.056951999999999996
0.0059167159726331055,-0.32627446153846157,0.4536813173652695,-0.009746107784431137,-0.03880246153846154
